date,T10Y3M,curvature,BAMLCC0A1AAATRIV,DPRIME,VIXCLS,DJIA,SP500,mktrf,smb,hml,umd,indexgx,twexb,twexm,twexo,DCPF3M,DCPN3M,DFF,NASDAQCOM,DTWEXB,TEDRATE,USD3MTD156N,USEPUINDXD,WILL5000INDFC,WILLRESIND,predict
4184,-0.002695872,-0.693077407,1.210155525,-0.964811429,-0.904821979,0.633142526,0.419123089,-0.058325131,-0.395253023,0.33115605,0.176232433,-0.250929897,-1.269234648,-1.156576088,-0.717070467,-1.01284609,-0.991264648,-0.965943619,0.423014677,-1.26920513,-0.645888112,-1.013960425,1.351843694,0.668534536,0.930538207,0.17
4185,0.048901315,-0.693077407,1.194101348,-0.964811429,-0.886884277,0.661943299,0.442972804,0.467949948,0.674637132,-0.154553571,-0.221686707,-0.250929897,-1.275957472,-1.15536144,-0.732889215,-1.021720294,-0.986824922,-0.965943619,0.440315451,-1.275885496,-0.622220125,-1.014399467,0.53174747,0.687469765,0.937554365,0.16
4186,0.023102722,-0.726988049,1.206034666,-0.964811429,-1.019623272,0.680177308,0.457437836,0.208860678,0.035896741,-0.184910423,0.02318661,-0.250929897,-1.241916506,-1.118748484,-0.716477264,-1.01284609,-0.977945468,-0.965943619,0.439106458,-1.241864718,-0.645888112,-1.014399467,2.22283138,0.697705025,0.948653372,0.15
4187,0.023102722,-0.726988049,1.207322435,-0.964811429,-1.019623272,0.680177308,0.457437836,0.208860678,0.035896741,-0.184910423,0.02318661,-0.250929897,-1.241916506,-1.118748484,-0.716477264,-1.01284609,-0.977945468,-0.965943619,0.439106458,-1.241864718,-0.645888112,-1.014399467,3.451663329,0.697705025,0.948653372,0.15
4188,0.014503191,-0.715684502,1.209983822,-0.964811429,-1.023210813,0.701410348,0.47632282,0.362694932,0.243487368,0.68025984,-0.231889762,-0.250929897,-1.250240003,-1.137054962,-0.706788281,-1.01284609,-0.986824922,-0.965943619,0.447044571,-1.250231183,-0.645888112,-1.014399467,0.805161485,0.71408144,0.965182964,0.15
4189,0.014503191,-0.715684502,1.208953608,-0.964811429,-1.019623272,0.724209412,0.482780374,0.055026425,-0.475095572,-0.200088848,0.472121023,-0.250929897,-1.246078255,-1.128812709,-0.710248632,-1.01284609,-0.991264648,-0.970329398,0.456875834,-1.246005264,-0.645888112,-1.014838508,1.068951326,0.71766378,0.964865849,0.16
4190,0.031702253,-0.806112879,1.205347857,-0.964811429,-0.992118796,0.739834488,0.48280875,0.046929885,0.403172466,0.057944388,-0.854276108,-0.250929897,-1.238715162,-1.113889893,-0.717070467,-1.008408988,-0.986824922,-0.96155784,0.435048368,-1.238684607,-0.645888112,-1.015058029,1.03716239,0.720734358,0.970177517,0.14
4191,0.117697565,-0.806112879,1.174012165,-0.964811429,-0.96820186,0.763832699,0.506170788,0.451756868,-0.091851337,-0.442943659,-0.180874487,-0.250929897,-1.219080247,-1.108076936,-0.684839768,-1.003971886,-0.986824922,-0.965943619,0.453164509,-1.21900634,-0.645888112,-1.015058029,1.158631123,0.740181351,0.989283664,0.11
4192,0.143496158,-0.794809331,1.169290348,-0.964811429,-0.886884277,0.759059992,0.498192388,-0.139290527,0.594794583,0.164193368,-0.344123365,-0.250929897,-1.200512448,-1.109638626,-0.643908758,-0.977349276,-0.986824922,-0.965943619,0.457466272,-1.200427239,-0.622220125,-1.014618987,0.112221005,0.735575484,0.992811563,0.1
4193,0.169294752,-0.806112879,1.163366614,-0.964811429,-0.917976294,0.783683153,0.520176519,0.265536456,-0.730591728,0.528475584,0.084404939,-0.250929897,-1.232525895,-1.128292146,-0.682862425,-1.01284609,-0.986824922,-0.974715177,0.456866462,-1.232484459,-0.622220125,-1.015058029,0.65627844,0.746834269,0.998083591,0.06
4194,0.169294752,-0.873934161,1.155468303,-0.964811429,-0.797195766,0.768737428,0.503300764,-0.333607479,-1.417237649,0.164193368,0.125217158,-0.250929897,-1.238181604,-1.141479751,-0.674953051,-1.021720294,-0.986824922,-0.974715177,0.446229204,-1.23814036,-0.622220125,-1.015936112,0.86392727,0.733016669,0.973269383,0.08
4195,0.160695221,-0.862630614,1.157013625,-0.964811429,-0.801979153,0.751808051,0.492251241,-0.090711289,1.089818386,0.270442347,-0.384935584,-0.250929897,-1.245331274,-1.153279186,-0.672085903,-1.01284609,-0.986824922,-0.96155784,0.446060507,-1.245226244,-0.622220125,-1.016155633,0.448046326,0.730457854,0.955035301,0.09
4196,0.186493814,-0.873934161,1.151261594,-0.964811429,-0.967006013,0.802491028,0.53547397,0.775618455,0.09977078,0.376691327,0.33948131,-0.250929897,-1.256109135,-1.158831862,-0.686421643,-1.003971886,-0.995704375,-0.965943619,0.480708915,-1.256089842,-0.598552138,-1.017253237,0.421361118,0.762187158,0.973546858,0.08
4197,0.143496158,-0.885237708,1.162164697,-0.964811429,-0.755341128,0.758431725,0.485363114,-0.989427192,-0.235567925,-0.260802551,-0.027828665,-0.250929897,-1.224842668,-1.128639188,-0.666252739,-1.030594497,-0.995704375,-0.970329398,0.435788759,-1.224758285,-0.622220125,-1.017253237,0.85299071,0.724316699,0.96657034,0.1
4198,0.177894283,-0.885237708,1.149544569,-0.964811429,-0.868946574,0.792134241,0.530078311,0.840390772,-0.155725376,0.255263922,0.104811049,-0.250929897,-1.236794355,-1.125168766,-0.69630836,-1.043905802,-0.991264648,-0.970329398,0.473661146,-1.236774407,-0.622220125,-1.017253237,0.184110663,0.757581292,0.960465886,0.08
4199,0.143496158,-0.84002352,1.162422251,-0.964811429,-0.906017826,0.794586606,0.532460304,0.095509123,0.451077995,0.179371793,-0.33392031,-0.250929897,-1.22068092,-1.115885386,-0.676633793,-1.008408988,-0.991264648,-0.970329398,0.470755816,-1.220639082,-0.645888112,-1.018350841,0.254833755,0.762187158,0.968155912,0.1
4200,0.134896627,-0.873934161,1.169290348,-0.964811429,-0.895255204,0.780160678,0.524625196,-0.147387067,-0.107819847,0.012409111,-0.170671432,-0.250929897,-1.190801702,-1.084044261,-0.661803717,-1.030594497,-0.991264648,-0.970329398,0.467616184,-1.190737507,-0.645888112,-1.018789882,-0.056785311,0.756557766,0.956700152,0.09
4201,0.134896627,-0.873934161,1.168517687,-0.964811429,-0.952655851,0.796777579,0.549135312,0.443660329,0.003959721,-0.336694679,-0.180874487,-0.250929897,-1.188880895,-1.084738346,-0.656662623,-1.030594497,-0.995704375,-0.965943619,0.494551409,-1.188795292,-0.645888112,-1.018789882,-0.339677679,0.776004758,0.98147472,0.09
4202,0.117697565,-0.851327067,1.175471635,-0.964811429,-0.962222626,0.789396602,0.546494764,-0.090711289,-0.091851337,0.574010861,-0.038031719,-0.250929897,-1.16134933,-1.073112431,-0.616720285,-1.026157395,-0.986824922,-0.965943619,0.492798839,-1.161273464,-0.693224086,-1.018306937,-0.285869801,0.773957706,0.986826027,0.09
4203,0.143496158,-0.84002352,1.162679805,-0.964811429,-0.99809803,0.805517591,0.553440348,0.103605663,0.307361407,1.059720482,-0.038031719,-0.250929897,-1.179383572,-1.090464543,-0.628485479,-1.030594497,-0.995704375,-0.970329398,0.487634848,-1.179329661,-0.693224086,-1.018745978,0.156696352,0.780098862,1.006645682,0.08
4204,0.160695221,-0.885237708,1.152120106,-0.964811429,-0.957439238,0.793360589,0.556023088,0.087412583,0.163644819,-0.033126166,0.155826323,-0.250929897,-1.181837937,-1.08690736,-0.638767665,-1.030594497,-0.986824922,-0.965943619,0.497372391,-1.181752094,-0.716892073,-1.019624061,0.242730628,0.784704729,1.004188044,0.07
4205,0.109098034,-0.885237708,1.168689389,-0.964811429,-0.995706336,0.790126705,0.559036754,0.063122964,0.530920544,0.164193368,-0.089046994,-0.250929897,-1.171807056,-1.067993558,-0.646182703,-0.941852462,-0.991264648,-0.965943619,0.499040613,-1.171774231,-0.74056006,-1.019624061,-0.019455184,0.789310595,0.993049398,0.09
4206,0.126297096,-0.84002352,1.164053424,-0.964811429,-1.019623272,0.79296983,0.554473514,-0.115000908,0.035896741,-0.154553571,0.451714914,-0.250929897,-1.16348356,-1.055673559,-0.647072508,-1.035031599,-0.982385195,-0.957172061,0.492826955,-1.163471795,-0.716892073,-1.019624061,1.012372853,0.785216492,0.99411966,0.08
4207,0.126297096,-0.84002352,1.165427043,-0.964811429,-1.019623272,0.79296983,0.554473514,-0.115000908,0.035896741,-0.154553571,0.451714914,-0.250929897,-1.16348356,-1.055673559,-0.647072508,-1.035031599,-0.982385195,-0.957172061,0.492826955,-1.163471795,-0.716892073,-1.020063103,0.601595637,0.785216492,0.99411966,0.08
4208,0.126297096,-0.885237708,1.152549362,-0.964811429,-1.037560974,0.811281792,0.586473999,0.573204963,0.339298427,0.255263922,-0.038031719,-0.250929897,-1.157934563,-1.050814968,-0.642821219,-1.021720294,-0.977945468,-0.96155784,0.513033059,-1.157911938,-0.764228047,-1.020063103,-0.333699026,0.809269351,1.014097872,0.08
4209,0.117697565,-0.91914835,1.152635213,-0.964811429,-0.754145281,0.774552713,0.531972274,-1.127068367,-0.890276826,-0.989366983,0.033389665,-0.250929897,-1.143528511,-1.02938511,-0.644403094,-1.035031599,-0.973505742,-0.96155784,0.466941398,-1.143494726,-0.764228047,-1.020063103,0.002272116,0.764745973,0.997052969,0.09
4210,0.08329944,-0.91914835,1.167058216,-0.964811429,-0.689569553,0.758615163,0.504621213,-0.56031059,-0.507032592,-0.109018294,-0.099250048,-0.250929897,-1.102337875,-0.99832483,-0.604955091,-1.039468701,-0.973505742,-0.957172061,0.436088664,-1.102313364,-0.787896034,-1.020502144,0.852261606,0.742228403,0.973071186,0.09
4211,0.066100378,-0.873934161,1.173067801,-0.964811429,-0.815133468,0.799359313,0.542447933,0.735135757,0.243487368,-0.109018294,0.206841597,-0.250929897,-1.095294917,-0.980278634,-0.616720285,-1.01284609,-0.973505742,-0.957172061,0.464514041,-1.095248823,-0.787896034,-1.020502144,0.56791103,0.772422417,1.000660146,0.1
4212,-0.002695872,-0.806112879,1.196505182,-0.964811429,-0.238735307,0.725853388,0.46280477,-1.499509191,-0.347347494,-1.110794388,-0.140062268,-0.250929897,-1.08910565,-0.968132156,-0.621564777,-1.021720294,-0.973505742,-0.96155784,0.421805684,-1.089048675,-0.764228047,-1.021160707,2.503973898,0.712546151,0.947265996,0.14
4213,-0.019894934,-0.828719973,1.201141147,-0.964811429,-0.49225483,0.765242153,0.488893186,0.443660329,-0.299441964,0.012409111,0.390496585,-0.250929897,-1.064988853,-0.962753001,-0.579743962,-1.026157395,-0.973505742,-0.965943619,0.434364209,-1.064931059,-0.811564021,-1.021160707,3.503138074,0.731993143,0.96538116,0.13
4214,0.031702253,-0.783505784,1.194358902,-0.964811429,-0.748166047,0.824766978,0.543567282,1.018514645,-0.61881216,0.22490707,0.502730188,-0.250929897,-1.085904306,-0.97342455,-0.607229036,-1.035031599,-0.973505742,-0.965943619,0.464926411,-1.085793864,-0.74056006,-1.020941186,1.322387891,0.773957706,0.98436839,0.12
4215,0.014503191,-0.806112879,1.19710614,-0.964811429,-0.654889996,0.817674592,0.539807735,-0.06642167,0.147676309,-0.260802551,0.288466036,-0.250929897,-1.08046202,-0.958154692,-0.61830216,-1.021720294,-0.977945468,-0.965943619,0.4629864,-1.080426094,-0.74056006,-1.020941186,2.030202093,0.77293418,0.980563016,0.12
4216,-0.011295403,-0.772202237,1.205519559,-0.964811429,-0.672827698,0.829620955,0.549909923,0.152184901,0.195581839,-0.518835787,0.982273766,-0.250929897,-1.046634477,-0.919806525,-0.604559623,-1.026157395,-0.982385195,-0.965943619,0.471936692,-1.046608074,-0.764228047,-1.022258311,3.332381908,0.780098862,0.993485431,0.13
4217,0.00590366,-0.817416426,1.195389116,-0.964811429,-0.834267017,0.842583028,0.57000009,0.354598392,-0.666717689,0.133836516,1.247553193,-0.250929897,-1.043646555,-0.921541736,-0.595760444,-1.01284609,-0.986824922,-0.957172061,0.483454921,-1.04360938,-0.764228047,-1.022697352,0.95054483,0.795451751,1.012393382,0.13
4218,0.048901315,-0.783505784,1.190409746,-0.964811429,-0.897646898,0.885364899,0.611873992,0.783714995,0.339298427,-0.275980977,0.094607994,-0.250929897,-1.059226433,-0.929089905,-0.616918019,-1.021720294,-0.991264648,-0.96155784,0.522911182,-1.059211129,-0.693224086,-1.023575436,0.71941885,0.827692818,1.034551756,0.12
4219,0.074699909,-0.862630614,1.175385784,-0.964811429,-0.891667664,0.899791159,0.616666708,0.119798742,0.08380227,0.710616692,-0.262498926,-0.250929897,-1.049088841,-0.912605399,-0.619884035,-1.026157395,-0.982385195,-0.96155784,0.521261704,-1.049062522,-0.74056006,-1.024233998,1.123342488,0.832298684,1.027614876,0.1
4220,0.117697565,-0.91914835,1.158902351,-0.964811429,-0.947872464,0.911085372,0.624702915,0.192667599,0.291392897,0.619546138,-0.405341694,-0.250929897,-1.05399757,-0.923103427,-0.614841809,-1.021720294,-0.986824922,-0.957172061,0.530371321,-1.053939403,-0.74056006,-1.023794956,0.071099537,0.840998655,1.012710496,0.08
4221,0.169294752,-0.941755444,1.142590621,-0.964811429,-1.004077264,0.934040673,0.644563607,0.395081091,0.610763093,-0.260802551,-0.038031719,-0.250929897,-1.046100919,-0.888659485,-0.648258914,-1.017283192,-0.977945468,-0.96155784,0.541880178,-1.046031813,-0.74056006,-1.024014477,0.00489689,0.858398595,1.016832984,0.05
4222,0.177894283,-0.953058991,1.143706687,-0.964811429,-1.127249485,0.951099087,0.659028289,0.216957218,-0.554938121,0.33115605,-0.262498926,-0.250929897,-1.055171396,-0.893518076,-0.659826373,-1.017283192,-0.973505742,-0.957172061,0.549846407,-1.055059911,-0.74056006,-1.024014477,0.320161477,0.867610329,1.021867176,0.04
4223,0.143496158,-0.907844803,1.154953196,-0.964811429,-1.042344362,0.952039829,0.648294426,-0.204062845,0.06783376,-0.215267274,-0.262498926,-0.250929897,-1.0719251,-0.900198639,-0.684642034,-1.017283192,-0.991264648,-0.96155784,0.539958911,-1.071899556,-0.74056006,-1.023575436,0.234856305,0.859933884,1.010609613,0.06
4224,0.160695221,-0.907844803,1.155725857,-0.964811429,-1.094961621,0.953813174,0.654149389,0.135991821,0.275424387,0.073122814,0.074201884,-0.250929897,-1.062214355,-0.881805401,-0.691266134,-1.017283192,-0.982385195,-0.965943619,0.542583081,-1.062199152,-0.716892073,-1.024014477,0.387530691,0.867098566,1.012987971,0.05
4225,0.152095689,-0.91914835,1.14885776,-0.964811429,-1.158341502,0.982298154,0.679147182,0.443660329,0.594794583,0.574010861,-0.476763078,-0.250929897,-1.060080125,-0.892043147,-0.671987035,-1.017283192,-0.986824922,-0.96155784,0.555525859,-1.059979478,-0.74056006,-1.024014477,-0.546159943,0.886545559,1.032054479,0.06
4226,0.134896627,-0.91914835,1.157528732,-0.964811429,-1.158341502,0.973796314,0.671885939,-0.179773226,0.019928231,0.619546138,-0.619605846,-0.250929897,-1.095188205,-0.94080258,-0.673865512,-1.039468701,-0.986824922,-0.957172061,0.546285034,-1.095152779,-0.716892073,-1.024014477,0.125490699,0.880404403,1.035859853,0.07
4227,0.109098034,-0.817416426,1.169977158,-0.964811429,-0.91199706,0.95271918,0.647203805,-0.430765955,0.163644819,-0.367051531,-0.01762561,-0.250929897,-1.072138523,-0.915468497,-0.662990123,-1.030594497,-0.986824922,-0.957172061,0.535525939,-1.072048957,-0.669556099,-1.024014477,0.295663582,0.862492699,1.021153669,0.1
4228,0.074699909,-0.817416426,1.185945483,-0.964811429,-0.788824838,0.953996612,0.636412486,-0.220255924,-0.059914318,0.042765962,0.33948131,-0.250929897,-1.052823743,-0.891522583,-0.65784903,-1.017283192,-0.995704375,-0.96155784,0.527569083,-1.052754865,-0.669556099,-1.023136394,0.511186736,0.853280966,1.004346602,0.11
4229,0.109098034,-0.817416426,1.17366876,-0.964811429,-0.994510489,0.972987926,0.66617462,0.589398043,0.419140975,-0.002769315,0.390496585,-0.250929897,-1.065095565,-0.898897231,-0.672481371,-1.030594497,-1.004583828,-0.96155784,0.551083515,-1.065037774,-0.669556099,-1.022258311,0.718835566,0.878869114,1.015802362,0.09
4230,0.100498502,-0.783505784,1.175643338,-0.964811429,-0.836658711,0.942335523,0.629122864,-0.714144844,0.259455878,-0.442943659,0.053795774,-0.250929897,-1.072458658,-0.906792442,-0.676238324,-1.017283192,-1.000144101,-0.957172061,0.521477261,-1.072390446,-0.669556099,-1.022258311,0.884925467,0.851745677,1.003672733,0.1
4231,0.08329944,-0.783505784,1.181824625,-0.964811429,-0.886884277,0.973089762,0.660951331,0.476046487,-0.746560238,-0.47330051,0.176232433,-0.250929897,-1.085370748,-0.93290737,-0.665066333,-1.039468701,-1.004583828,-0.96155784,0.542470616,-1.085356332,-0.669556099,-1.02203879,0.149842774,0.873239721,1.019845572,0.11
4232,0.074699909,-0.84002352,1.180193452,-0.964811429,-0.866554881,0.951255324,0.646026995,-0.260738622,0.451077995,0.012409111,-0.038031719,-0.250929897,-1.075660002,-0.908701174,-0.680094144,-1.043905802,-0.995704375,-0.96155784,0.533379744,-1.075602571,-0.693224086,-1.022697352,1.211126614,0.863516225,1.022659963,0.11
4233,0.074699909,-0.794809331,1.184142608,-0.964811429,-0.982552021,0.989265152,0.68069711,0.589398043,-0.61881216,-0.351873105,0.421105749,-0.250929897,-1.083770076,-0.914600892,-0.688102385,-1.039468701,-1.000144101,-0.965943619,0.549480897,-1.083712919,-0.669556099,-1.022477832,0.98831242,0.889104373,1.046562466,0.12
4234,0.014503191,-0.76089869,1.197621248,-0.964811429,-0.937109843,0.977889338,0.678056562,-0.042132051,0.243487368,-0.47330051,0.125217158,-0.250929897,-1.060186836,-0.893171034,-0.670504028,-1.039468701,-1.009023555,-0.974715177,0.553267199,-1.060096865,-0.716892073,-1.022477832,1.189107672,0.889104373,1.047989481,0.14
4235,0.031702253,-0.738291596,1.191525812,-0.964811429,-0.990922949,0.995681504,0.696252413,0.289826075,-0.443158552,-0.47330051,0.492527133,-0.250929897,-1.079715039,-0.916336103,-0.67742473,-1.039468701,-1.009023555,-0.970329398,0.563576436,-1.079668417,-0.669556099,-1.022916873,-0.329470222,0.902921973,1.05900921,0.16
4236,0.031702253,-0.738291596,1.191525812,-0.964811429,-0.990922949,0.995681504,0.696252413,0.289826075,-0.443158552,-0.47330051,0.492527133,-0.250929897,-1.075766714,-0.904883709,-0.685630705,-1.039468701,-1.009023555,-0.987872513,0.563576436,-1.0756666,-0.669556099,-1.022916873,-0.070055005,0.902921973,1.05900921,0.16
4237,0.014503191,-0.783505784,1.198737313,-0.964811429,-0.88568843,0.993748604,0.676105141,-0.487441733,-1.497080198,0.012409111,0.33948131,-0.250929897,-1.089639208,-0.926834131,-0.68266469,-1.008408988,-1.004583828,-0.957172061,0.537006721,-1.089624937,-0.669556099,-1.022916873,0.125490699,0.884498507,1.065549696,0.16
4238,0.040301784,-0.749595143,1.191783365,-0.964811429,-0.981356174,1.02403413,0.699294808,0.241246837,-1.449174668,-0.518835787,0.308872146,-0.250929897,-1.093480822,-0.921194694,-0.698582305,-1.008408988,-1.000144101,-0.96155784,0.551711441,-1.093445338,-0.669556099,-1.023136394,-0.136986756,0.895245529,1.075855916,0.15
4239,0.00590366,-0.704380954,1.206378071,-0.964811429,-0.810350081,0.986105904,0.651767043,-0.965137573,-0.682686199,-0.321516254,-0.660418066,-0.250929897,-1.097109012,-0.933167651,-0.688794455,-0.999534785,-1.000144101,-0.965943619,0.517728448,-1.097041637,-0.645888112,-1.023575436,-0.143402871,0.855839781,1.067690218,0.16
4240,-0.045693527,-0.704380954,1.226467255,-0.964811429,-0.848617179,1.005046466,0.669819605,0.314115694,0.275424387,0.361512901,0.166029378,-0.250929897,-1.063921738,-0.898116386,-0.671196098,-1.017283192,-1.000144101,-0.965943619,0.523707805,-1.063842565,-0.669556099,-1.023882765,0.08422341,0.870680907,1.112720474,0.19
4241,-0.097290714,-0.591345483,1.258232203,-0.964811429,-0.845029638,0.991167203,0.650590585,-0.357897098,0.06783376,0.513297158,0.125217158,-0.250929897,-1.093694245,-0.924838638,-0.693836681,-1.017283192,-1.004583828,-0.96155784,0.50391407,-1.093648096,-0.669556099,-1.024321806,0.133219201,0.857886833,1.122392465,0.21
4242,-0.06289259,-0.636559672,1.24526867,-0.964811429,-0.932326455,1.007549914,0.678687881,0.540818805,0.195581839,0.422226604,0.247653817,-0.250929897,-1.080355308,-0.894732724,-0.709754296,-1.043905802,-1.000144101,-0.96155784,0.52114924,-1.08033005,-0.669556099,-1.024321806,-0.4589591,0.882963218,1.154381388,0.19
4243,-0.037093996,-0.647863219,1.238057168,-0.964811429,-0.974181094,1.027923482,0.694587925,0.225053758,-0.650749179,0.285620773,-0.425747804,-0.250929897,-1.109167411,-0.9220623,-0.729428864,-1.026157395,-1.013463281,-0.96155784,0.535778984,-1.109100445,-0.645888112,-1.02489256,-0.387652725,0.892686714,1.151765194,0.18
4244,0.00590366,-0.726988049,1.220114265,-0.964811429,-1.03158174,1.071666993,0.749462768,1.010418105,0.994007327,-0.169731997,-0.048234774,-0.250929897,-1.110981506,-0.91269216,-0.746730619,-1.021720294,-1.004583828,-0.96155784,0.591439492,-1.110935945,-0.669556099,-1.025331602,0.734438393,0.93516304,1.168730818,0.15
4245,-0.011295403,-0.704380954,1.22543704,-0.964811429,-1.045931902,1.093032387,0.765649746,0.257439916,-0.331378984,-0.2304457,0.472121023,-0.250929897,-1.137979514,-0.940282017,-0.762351633,-1.021720294,-1.009023555,-0.96155784,0.594166753,-1.137892182,-0.669556099,-1.025331602,-0.586843948,0.947957114,1.188986505,0.16
4246,-0.06289259,-0.659166766,1.248874421,-0.964811429,-1.067457145,1.093005187,0.752677183,-0.252642083,-0.219599416,-0.716155321,0.227247707,-0.250929897,-1.127841922,-0.931605961,-0.753947923,-1.026157395,-1.004583828,-0.96155784,0.589283924,-1.127764918,-0.645888112,-1.025112081,-0.769703242,0.938233618,1.195764827,0.19
4247,-0.088691183,-0.625256124,1.258833162,-0.964811429,-0.444420958,1.002699254,0.647950037,-2.033880809,-2.391316745,-0.442943659,-0.252295871,-0.250929897,-1.114502985,-0.921194694,-0.741688393,-1.035031599,-1.009023555,-0.96155784,0.515750949,-1.114489558,-0.645888112,-1.025112081,0.633967856,0.851745677,1.134086062,0.21
4248,-0.06289259,-0.613952577,1.250162189,-0.964811429,-0.840246251,1.056225356,0.711693156,1.164252359,0.275424387,0.088301239,0.757806559,-0.250929897,-1.127415076,-0.931519201,-0.753156985,-1.021720294,-1.000144101,-0.96155784,0.560867918,-1.127327386,-0.645888112,-1.025331602,-0.995871315,0.90241021,1.183397363,0.2
4249,-0.080091652,-0.591345483,1.252480172,-0.964811429,-0.535305315,1.009285444,0.6469456,-1.208033763,-0.475095572,-0.852761152,0.298669091,-0.250929897,-1.096575455,-0.901413287,-0.733383551,-1.026157395,-1.009023555,-0.96155784,0.504673205,-1.096550747,-0.645888112,-1.025770643,-0.129112432,0.852769203,1.148197656,0.22
4250,-0.080091652,-0.568738389,1.259605822,-0.964811429,-0.4097414,0.981618803,0.61709728,-0.600793288,0.243487368,0.012409111,-0.262498926,-0.250929897,-1.091773438,-0.902194132,-0.722310427,-1.030594497,-1.004583828,-0.96155784,0.468768945,-1.091727224,-0.622220125,-1.025770643,-0.646047196,0.830251632,1.142965267,0.22
4251,-0.071492121,-0.580041936,1.251965065,-0.964811429,-0.719465723,0.985141279,0.656244449,0.759425376,0.051865251,0.179371793,1.267959302,-0.250929897,-1.087825113,-0.886924274,-0.736151831,-1.021720294,-1.004583828,-0.96155784,0.505975918,-1.087789437,-0.622220125,-1.025770643,-0.554325908,0.863004462,1.186687425,0.22
4252,-0.080091652,-0.568738389,1.254283047,-0.964811429,-0.788824838,0.991819353,0.677052122,0.338405313,-0.251536435,-0.2304457,-0.068640884,-0.250929897,-1.071818389,-0.882759767,-0.709358827,-1.021720294,-1.004583828,-0.96155784,0.531739638,-1.071739484,-0.622220125,-1.026209685,-0.449189106,0.877845588,1.179750546,0.22
4253,-0.06289259,-0.613952577,1.252737726,-0.964811429,-0.897646898,1.043548558,0.723776195,0.872776931,0.722542661,0.938293077,0.084404939,-0.250929897,-1.069150602,-0.87070005,-0.721025154,-1.021720294,-1.009023555,-0.965943619,0.565272774,-1.069039591,-0.622220125,-1.025990164,0.236751975,0.915204285,1.19675581,0.2
4254,-0.080091652,-0.613952577,1.254111345,-0.964811429,-0.882100889,1.028888107,0.723804924,0.022640266,0.578826073,1.818641766,-0.935900547,-0.250929897,-1.062107643,-0.863759205,-0.716576131,-1.021720294,-1.009023555,-0.970329398,0.565572679,-1.062007065,-0.645888112,-1.025990164,0.448337968,0.918274862,1.205516097,0.21
4255,-0.06289259,-0.613952577,1.248874421,-0.964811429,-0.880905043,1.037210159,0.742086961,0.370791472,0.307361407,-0.002769315,-0.262498926,-0.250929897,-1.106392912,-0.887531598,-0.773128154,-1.039468701,-1.004583828,-0.970329398,0.584635395,-1.106357866,-0.622220125,-1.025990164,-0.742726392,0.934139514,1.193148633,0.21
4256,-0.097290714,-0.591345483,1.266044663,-0.964811429,-0.882100889,1.041201347,0.733706365,-0.187869765,-0.570906631,-0.351873105,-0.089046994,-0.250929897,-1.121439232,-0.915468497,-0.764131242,-1.021720294,-1.004583828,-0.970329398,0.574579203,-1.121383354,-0.622220125,-1.025990164,-0.048619346,0.926974833,1.185656803,0.22
4257,-0.097290714,-0.636559672,1.261923805,-0.964811429,-0.870142421,1.077274957,0.766338523,0.516529186,0.195581839,-0.12419672,-0.619605846,-0.250929897,-1.148757374,-0.935336665,-0.791418582,-1.030594497,-1.000144101,-0.970329398,0.600595968,-1.148649066,-0.645888112,-1.026648727,0.17084097,0.950515929,1.209638586,0.23
4258,-0.097290714,-0.591345483,1.260979442,-0.964811429,-0.892863511,1.084425062,0.777703705,0.208860678,0.594794583,-0.093839869,-0.813463888,-0.250929897,-1.176822497,-0.974031874,-0.793395925,-1.035031599,-1.004583828,-0.965943619,0.620998885,-1.176768498,-0.645888112,-1.027087768,-0.203481044,0.962286477,1.244759014,0.23
4259,-0.14028837,-0.60264903,1.275230743,-0.964811429,-0.77686637,1.037261243,0.735026465,-0.900365256,-2.247600157,-0.427765233,-0.068640884,-0.250929897,-1.169779538,-0.979844831,-0.770557608,-1.021720294,-1.013463281,-0.965943619,0.593201434,-1.169714629,-0.669556099,-1.027087768,-0.311825904,0.924416018,1.220420478,0.25
4260,-0.131688839,-0.591345483,1.277377023,-0.964811429,-0.884492583,1.081633021,0.777761163,0.816101153,0.930133288,0.179371793,0.38029353,-0.250929897,-1.15131845,-0.942624552,-0.786178621,-1.026157395,-1.004583828,-0.96155784,0.632086001,-1.1512209,-0.645888112,-1.027087768,0.094285046,0.959215899,1.239962657,0.25
4261,-0.028494465,-0.68177386,1.240546853,-0.964811429,-0.972985247,1.129995988,0.826063889,0.880873471,0.978038818,0.22490707,-0.37473253,-0.250929897,-1.162950003,-0.94392596,-0.808324868,-1.030594497,-1.000144101,-0.965943619,0.667709101,-1.162906205,-0.622220125,-1.026209685,0.128844577,0.997598122,1.249396813,0.19
4262,-0.002695872,-0.693077407,1.232991947,-0.964811429,-0.995706336,1.128273727,0.834903437,0.16028144,0.371235446,1.257040016,-0.078843939,-0.250929897,-1.149290932,-0.928829623,-0.801898502,-1.035031599,-1.013463281,-0.965943619,0.681148597,-1.149214656,-0.622220125,-1.026209685,-0.388381829,1.006298092,1.265530012,0.18
4263,0.014503191,-0.715684502,1.227154064,-0.964811429,-0.97537694,1.157930986,0.859183727,0.41127417,0.179613329,0.179371793,0.166029378,-0.250929897,-1.164337252,-0.936377792,-0.821770804,-1.021720294,-1.017903008,-0.974715177,0.684578761,-1.164261487,-0.598552138,-1.026209685,0.214441392,1.025233322,1.281663211,0.17
